"corpus","preloaded/cup_open_clcu"
"subcorpus",""
"concordance size","2538"
"query","Query:<doc first_language==""Portuguese"">[]"
"FCE,2001","<s>","Peter",", I''d really think it''ll be a wonderful idea and how much Anna''ll enjoy that. </s>"
"CPE,2004","<s>","Background","Information For the ""Great Achievers"" exhibition at present being organised by our college to take place next month, the classical guitarist and one of the world''s best performers John Williams is an example of someone who has achieved significant results in the field of classical music. </s>"
"CPE,2004","<s>","There","are many things that contribute to making a wedding so interesting in Brazil. </s>"
"CPE,2004","<s>","Introduction","</s>"
"CPE,2004","<s>","Brazils''","typical weddings. </s>"
"CPE,2004","<s>","INTRODUCTION","</s>"
"CPE,2004","<s>","MOVIE","REVIEW: ""Matrix - Believe the unbelievable"" </s>"
"CPE,2004","<s>","A","BRIEF INTRODUCTION This proposal is intended to suggest a person to feature your ""Great Achievers"" exhibition. </s>"
"CPE,2004","<s>","GETTING","MARRIED IN BRAZIL </s>"
"CPE,2004","<s>","Ronaldo",", a great achiever </s>"
"CPE,2004","<s>","Dance","with wolves </s>"
"CPE,2004","<s>","I","propose that the exhibition includes Arnold SCHWARZENEGGER, for he has achieved what few can dream of: A beautiful wife, a career in sport, a career in acting, and now a career in politics. </s>"
"CPE,2004","<s>","And","out of nowhere, here it is: the latest cornerstone from Quentin Tarantino. </s>"
"FCE,2004","<s>","Dear","Ms RichaRdson: </s>"
"FCE,2004","<s>","Dear","Ana </s>"
"FCE,2004","<s>","Dear","Mr Richardson, I am writing in response to the comments and suggestions on last month''s social programme. </s>"
"FCE,2004","<s>","A","lot of students are leaving school at the end of this year. </s>"
"FCE,2004","<s>","Dear","Mr Richardson, I''m really glad you are interested in collecting students'' opinions and suggestions. </s>"
"FCE,2004","<s>","Dear","Patrick, I''m really happy to hear from you. </s>"
"CPE,2004","<s>","Studying","history is undeniably the most effective way to prevent errors from happening in the long run. </s>"
"CPE,2004","<s>","Magazines","play an important role to students when it comes To cultural background, which is so important to improve their knowledge of the world. </s>"
"FCE,2004","<s>","Dear","Mr. Richardson, </s>"
"FCE,2004","<s>","Dear","Jhon, </s>"
"FCE,2004","<s>","Dear","Mr. Richardson, I am happy because you want to know my opinion and my suggestions about the last month''s social programme. </s>"
"FCE,2004","<s>","Some","people think that it is important to take a year off between leaving school and starting college or university. </s>"
"FCE,2004","<s>","Dear","Mr. Richardson I am writing to give my opinions and suggestions on the social programme. </s>"
"FCE,2004","<s>","Dear","John I haven''t written for ages. </s>"
"CPE,2004","<s>","History",": Mankind''s greatest teacher. </s>"
"CPE,2004","<s>","My","review is about my favourite magazine, PC gamer. </s>"
"FCE,2004","<s>","Dear","Mr. Nigel Richardson. </s>"
"FCE,2004","<s>","Dear","teacher, I liked the last class because of the discussion of take a year off between the accomplishing the school and staring college or university. </s>"
"FCE,2004","<s>","Dear","Mr Richardson I am writing in reply to your letter applying for comments and suggestions on the social programe. </s>"
"FCE,2004","<s>","Dear","Marcos Hello! </s>"
"CAE,2004","<s>","To",": Anna Martini Subject: Proposal on the end-of-term party This proposal for this year''s end-of-term activity was made having considered last year''s party arrangements, the advertisements you sent me and the opinion of the students, which was a result of a recent survey on the subject. </s>"
"CAE,2004","<s>","One","step from being abroad Have you every felt like a foreigner in your own country just by crossing the door of your house? </s>"
"CAE,2004","<s>","Dear","Mrs. Anna Martini: </s>"
"CAE,2004","<s>","Tourism","is good for Lisbon! </s>"
"CPE,2004","<s>","Since","we became aware of our existence as unique beings that are capable of thinking and using our abilities to go through the boundaries of time that we have always tried to establish a link between our past and the present itself. </s>"
"CPE,2004","<s>","Introduction",": This proposal outlines a youth project called ""the youth of tomorrow"" and its possible weekend activities. </s>"
"CPE,2004","<s>","The","value of history We live in a busy world. </s>"
"CPE,2004","<s>","Introduction","The purpose of this proposal is to describe and explain our intentions of starting a group to perform different activities on weekends and ask the local authorities for fundamental fundings. </s>"
"CAE,2004","<s>","the","aim of this proposal, as you asked me, is to provide you some important information about this year party. </s>"
"CAE,2004","<s>","Advantages","and disadvantages of tourism My country had recently received a lot of tourists from around the Europe, because we had organised the European football championship and diferecies are really easy to notice. </s>"
"CPE,2004","<s>","Studying","history is and has always been a rather controversial matter. </s>"
"CPE,2004","<s>","Dear","Sirs, I was quite pleased to read your article on the cultural significance of food, how it may differ from one society to another and how it may have its roots in historical aspects. </s>"
"CPE,2004","<s>","History",", an important or useless subject? </s>"
"CPE,2004","<s>","The","aim of this proposal is to require some fundings so that our project can set up a group to run weekend activities for teenagers in our local area. </s>"
"CAE,2004","<s>","PROPOSAL","FOR THE END-OF-TERM ACTIVITY This proposal explains how last year''s party was and how can became better this year by analysing not only a survey (1) made in our college but also 3 advertisements. </s>"
"CAE,2004","<s>","Dear","James, In behalf of all the Bluepharma''s marketing department I would like to give you a warm welcome to our company. </s>"
"CAE,2004","<s>","Dear","Mrs Martini </s>"
"CAE,2004","<s>","Tourism",", a good deal </s>"
"FCE,2004","<s>","Dear","Mrs Douglas, </s>"
"FCE,2004","<s>","Dear","Peter, I''m glad to hear from you and I''m writing back to tell you about the Zambujeire''s festival that takes place here in Portugal every year, since 1995. </s>"
"CAE,2004","<s>","Dear","Principal, I''m glad to receive your memo and I feel happy to help you. </s>"
"CAE,2004","<s>","Tourism","- A good thing, Tourism is increasing year by year in my region, which I think it''s very good for the state. </s>"
"CAE,2004","<s>","Dear","Mrs, Martini, First of all, I would like to welcome you to Milton Internal College, in the name of all the other students. </s>"
"CAE,2004","<s>","The","Importance of Tourism Tourism has always been one of the most important economic activities in the south east of Brazil, but also a source of problems. </s>"
"CAE,2004","<s>","Dear","Ms. Anna Martini I am writing with regard to this year''s end-of-term activity organised by Milton''s Senior Class. </s>"
"CAE,2004","<s>","Internet","Magnifing Lenses Every now and then students are asked to write articles and essays about the most diverse subjects. </s>"
"FCE,2004","<s>","Dear","Mrs. Douglas, Hello, how are you and how are things in Scotland? </s>"
"FCE,2004","<s>","Dear","Victoria, I just received your letter and I got very excited. </s>"
"CAE,2004","<s>","Dear","Mrs Martini, As per your request, I would like to inform you the details about last year''s party. </s>"
"CAE,2004","<s>","Dear","Jack, I was told you are coming to Brazil in January to spend two months working at ABC Enterprises as a Business Analyst. </s>"
"FCE,2004","<s>","Dear","Mrs Douglas Firstly, I would like to thank you for your cooperation and allowing us to visit your college. </s>"
"FCE,2004","<s>","""","It is better to use small local shops than do all your shopping in big supermarkets or shopping centres"". </s>"
"CAE,2005","<s>","Dear","Mr Bolton, I am writing with regard to your announcement about the changes to your services. </s>"
"CAE,2005","<s>","""","What do we eat? </s>"
"CAE,2005","<s>","Dear","Mr. N. Bolton, My name is xxx, the organiser of a holiday club, that often travels with your company. </s>"
"CAE,2005","<s>","Dear","John, The food in my region is basically rice and beans to the poorest people, because they are the cheapest kind and they do not have enough money to buy different types of food. </s>"
"CAE,2005","<s>","Dear","Mr. Bolton, My name is xxx and I am the organiser of a Brazilian holiday club call ""Natureza"". </s>"
"CAE,2005","<s>","Dear","Carol, This is xxx, your brazilian friend, who is writing. </s>"
"CAE,2005","<s>","Dear","Mr. Bolton, Director, Enterprise Airline Company I am writing in response to your request of comments about the changes your company introduced to your service last year. </s>"
"CAE,2005","<s>","Sports","for the World to see For many years, Brazil was only a poor country in Latin America that had a incredable soccer team. </s>"
"CAE,2005","<s>","Dear","Mr. Bolton I am writing on behalf of our holiday group to make some observations about the changes that have occured in your company this year. </s>"
"CAE,2005","<s>","Dear","Sir/Madam As far as I''m concerned, the person to occupy the charge of Ambassador for youth must be at first a charismatic celebrity. </s>"
"CAE,2005","<s>","Dear","Mr Bolton, I am writing in response to the announcement posted in the Enterprise''s in-flight magazine, asking for a feed back on the changes introduced to the service. </s>"
"CAE,2005","<s>","Good","Relationship = Work Well done Loving what I do for a living is what most motivates me, and actually, that is the main point for a good career. </s>"
"CAE,2005","<s>","To","Mr. N. Bolton First of all I would like to complement you and the company for this iniciative. </s>"
"CAE,2005","<s>","Changes","in the eating habits of the Brazilian people Brazil is a very large country, with great variety of cultures. </s>"
"CAE,2005","<s>","Dear","Mr. Bolton I am writing with regard to your announcement asking customers'' opinions in relation to the Enterprise Airline Company service changings. </s>"
"CAE,2005","<s>","Dear","Ann, Here is my contribution to your research, as you have asked me: Regarding the traditional food in Brazil, we have a wide range of different ""traditions"" according to the region. </s>"
"CAE,2005","<s>","Dear","Mr Bolton (Director, Enterprise Airline company) As you are aware of, I organise holiday clubs and always use the Enterprise Airline Company as our mean of transportation. </s>"
"CAE,2005","<s>","Competition",". </s>"
"CAE,2005","<s>","Dear","Mr. Bolton, As the organiser of a holiday club I am writing with regard to the announcement published in your in-flight magazine. </s>"
"CAE,2005","<s>","Changes","in eating habits in Brazil Introduction: This report outlines some changes in eating habits due to marketing, technology and working patterns. </s>"
"CAE,2005","<s>","Dear","Mr. N. Bolton, As the organiser of a holiday club which uses your services very often, I would like to provide some suggestions for your company. </s>"
"CAE,2005","<s>","As","a teacher, many factors can motivate me at my workplace, and these factors will surely help me becoming a better professional. </s>"
"CAE,2005","<s>","Dear","Mr. Bolton, The reason why I am writing to you is the announcement about The Enterprise Airline Company new services. </s>"
"CAE,2005","<s>","PROFESSIONAL","SPORTS IN BRAZIL Since the portuguese people arrived in Brazil, sports became a popular way of interacting people. </s>"
"CAE,2005","<s>","Dear","Mr. Bolton, Replying the annoucement in Enterprise Airline Company''s in-flight magazine. </s>"
"CAE,2005","<s>","Article","- Professional Sports. </s>"
"CAE,2005","<s>","Dear","Mr Bolton, I am writing to you in response to your annoucement in the in-flight magazine. </s>"
"CAE,2005","<s>","Eating","haibts in Brazil </s>"
"CAE,2005","<s>","Dear","MR N Bolton I''m writing this letter in name of my holiday club to complain and discuss about some terms we wish to be ""fixed"" in your enterprise. </s>"
"CAE,2005","<s>","I","work as a trainee at a big International trader company at Brazil, and there we had some problems of motivation in workplace, and to resolve the problem we made a lot of changes and arrengments in our company. </s>"
"CAE,2005","<s>","To",": Mr N. Bolton Mr. Bolton, as the organiser of Bosco Holiday Club, here I write you the suggestions from the club''s customers as asked in the in-flight magazine of your company. </s>"
"CAE,2005","<s>","As","the Ambassadore of youth, I would nominate Quentin Tareantino. </s>"
"CAE,2005","<s>","Dear","Mr. Bolton, I''m writing to give to your company, the Enterprise Airline Company, a feedback about the changes in its service, which were made along this year. </s>"
"CAE,2005","<s>","Motivation","depends on you I''ve been working in a telephony company as an Enginner for two years and, in my opinion, motivation in the workplace is created by yourself. </s>"
"CAE,2005","<s>","Mr","R. Bolton Director Enterprise Airline Company Dear Sir, as the organiser of the Percy Holiday Club, and as a regular customer of your company, I am writing in order to provide an answer to the announcement issued in your in-flight magazine. </s>"
"CAE,2005","<s>","Fencing","Changes When you hear about sports in Brazil you probably think on football, gymnastics and martial arts. </s>"
"CAE,2005","<s>","Dear","Mr. Bolton, As you may know, our holiday club has been using the Enterprise Airline Company service for a long time. </s>"
"CAE,2005","<s>","Brazil","is one of the countries with the widest variety of food. </s>"
"CAE,2005","<s>","Dear","Mr. Bolton, I am writing in response to your request. </s>"
"CAE,2005","<s>","Subject",": Changes in eating habits in Brazil. </s>"
"CAE,2005","<s>","Dear","Mr. N. Bolton: I am writing in order to present you the results of a survey made out, in the holiday club I organise, about the Enterprise Airline Company. </s>"
"CAE,2005","<s>","Motivation","is all about challenge, wanting to be a better person, to reach something that seems to be impossible. </s>"
"CAE,2005","<s>","Dear","Mr. Bolton, I am the organiser of a holiday club and, as expected, I travel very often by plane. </s>"
"CAE,2005","<s>","Introduction","Motivation in the workplace is the subject of great interest for the major companies in today''s global world of business. </s>"
"CAE,2005","<s>","Dear","Mr Bolton I am writing on behalf of a holiday club with regard to the annoucement I saw during my last travel with your company. as the organiser of the club, I think the Enterprise Company would benefit if it follows some suggestions and ammendments made by our club that are outlined below. </s>"
"CAE,2005","<s>","Report","about changes in eating habits </s>"
"CAE,2005","<s>","Dear","Mr. Bolton, I am the organiser of a holiday club whose members regularly travel by plane using the Enterprise Airline Company. </s>"
"CAE,2005","<s>","The","evolution of ways of comunication has not just affected the bussiness world or politicals relationships. </s>"
"CAE,2005","<s>","To","the Director, Dear Mr. N. Bolton, I am writing this letter with regard to an annoucement you have published in your magazine on the last edition. </s>"
"CAE,2005","<s>","HE","COUNTRY OF THE FOOTBALL AND OTHER SPORTS Although the football was invented by the British, Brazil has become the main country in this sport. </s>"
"CAE,2005","<s>","Dear","Mr. Bolton, I am writing to you in response to the announcement in the in-flight magazine. </s>"
"CAE,2005","<s>","WHAT","DO YOU KNOW ABOUT BRAZILIAN FOOD? </s>"
"CAE,2005","<s>","Dear","Mr N. Bolton Our holiday club was very proud to recieve your letter and confirm your awarness towards our satisfaction. </s>"
"CAE,2005","<s>","Caution",": Brainstorming Area My name is ... ... and work in an Avertising company as a graphic designer. </s>"
"CAE,2005","<s>","Dear","Mr Bolton, I am writing to you in my role as holiday organiser with regard to the announcement asking for opinions and suggestions edited on Enterprise airline company weekly basis magazine. </s>"
"CAE,2005","<s>","Football","Future Professionals sports have been through great changes during the last 2 decades. </s>"
"CAE,2005","<s>","Dear","Mr. Bolton, it is a pleasure to me to have the chance of giving you some feedback on the new services offered by Enterprise Airline. </s>"
"CAE,2005","<s>","CONTRIBUTION","I work as a journalist in a TV station, and what really motivates me is realising that so many people believe and depend on the news I give. </s>"
"CAE,2005","<s>","To","moerever it may concern Dear Mr or Mrs I am writing this letter to complain about the voiceover CDs that your company sell. </s>"
"CAE,2005","<s>","Dear","Mr director, It is with honor of working at this informatic laboratory that I reply those questions you made. </s>"
"CAE,2005","<s>","To","whom it may concern I am writing this letter in order to describe my experience of using your English Voiceover CDs, which I have bought last month after reading an advertisement. </s>"
"CAE,2005","<s>","Soap","operas are becoming more and more common all around the world. </s>"
"CAE,2005","<s>","December","14, 2005 Dear Sir or Madam, I am a twenty year old student and I have recently acquired a copy of your language - learning CD, the so called ""Voiceover"" in order to improve my speaking skills in English. </s>"
"CAE,2005","<s>","""","The famous clone"" Popular soap-opera and its controversial topics One of the most popular soap operas in my country nowadays is the so-called ""O clone"" (The clone). </s>"
"CAE,2005","<s>","To","Voiceover CDs Dear Sir, I''m writing to describe the experience I had using your cds intended to improve my English in my studies. </s>"
"CAE,2005","<s>","The","changing role of grandparents In most families around the world the role of grandparents is changing a lot. </s>"
"CAE,2005","<s>","Dear","Sir/Madam, I am writing this letter to outline some advantages and also disadvantages that has been brought to my attention when I was using your company''s CDs, ""VOICEOVER CDs"". </s>"
"CAE,2005","<s>","Reality","or not? </s>"
"FCE,2006","<s>","Hello","Sue. </s>"
"FCE,2006","<s>","Nowadays","we have a lot of people complaining about computes, because they are taking place of books. </s>"
"FCE,2006","<s>","Dear","Sue How are you? </s>"
"FCE,2006","<s>","Books","Forever Computers are very important in modern life, but they will never take the place of books. </s>"
"FCE,2006","<s>","Dear","Sue, It was nice to hear from you. </s>"
"FCE,2006","<s>","Will","Books Be Over ?! Are computers get over books? </s>"
"CAE,2006","<s>","International","Film Club Dear members, We have now completed the first year of our Film Club. </s>"
"CAE,2006","<s>","The","decisions we make could change considerably our lives, in a good or in a bad way, depending on importance and how reasonable and careful we are on the moment of the decision. </s>"
"CAE,2006","<s>","College","Film Club Issues in the First Year </s>"
"CAE,2006","<s>","The","Oportunity of Your Life </s>"
"CAE,2006","<s>","Report","on Film Club''s first year Introduction The aim of this report is to demonstrate how successful the Film Club has been so far and to suggest improvements for the future, as well as how new members could be encouraged to join. </s>"
"CAE,2006","<s>","Carlos","RXXXX I have known Carlos RXXXX since 1998 when we went to high school together. </s>"
"CAE,2006","<s>","Our","Film Club''s first year was successful and acording to our expectations. </s>"
"CAE,2006","<s>","The","ESPECTACLE OF TELEVISION Nowadays there are plenty of ""reality shows"" on television. </s>"
"CAE,2006","<s>","Dear","Committe Member, First of all, I would like to say that the Film Club is grateful about having you as a member. </s>"
"CAE,2006","<s>","Since","I know me as a person, I thought about adopts a child. </s>"
"CAE,2006","<s>","International","College Film Club This report aims to present the results of the analysis of the International College Film Club''s first year. </s>"
"CAE,2006","<s>","Dear","Sir or Madam, </s>"
"FCE,2006","<s>","Dear","Sue, </s>"
"FCE,2006","<s>","As","John cycled along the crowded street he recognised someone he knew from his chilhood. </s>"
"FCE,2006","<s>","Hi","Sue </s>"
"FCE,2006","<s>","As","John cycled along the crowded street, he recognised someone he knew from his childhood, he thought it was another person, but it was his first girlfriend, Sue. </s>"
"FCE,2006","<s>","Dear","Sue, </s>"
"FCE,2006","<s>","Xutos","& Pontoyés Woke my Coinbra </s>"
"FCE,2006","<s>","Oporto",", 17th June of 2006 </s>"
"FCE,2006","<s>","Nowdays","more and more people use computers at home, work or school! </s>"
"FCE,2006","<s>","DEAR","MR. </s>"
"FCE,2006","<s>","Hello","Jan, </s>"
"CAE,2006","<s>","Dear","David Gold, I''m fully aware of the situation Castlecross is right now, and I have noticed how the traffic in the midst of downtown has become such a caos, and I have been enough concerned ever since and have decided to write you, because I have seen that we are putting our life quality down, and I find myself somehow responsible for that and would like to give my personal opinion. </s>"
"CAE,2006","<s>","I","appreciate and value the concerns that have been risen about our language learning facilities, and I sincerely can tell that you have presented three great proposals that are going to be equally pretty helpful and great things to improve this proccess we are going through. </s>"
"FCE,2006","<s>","Dear","Mr. Dixon, </s>"
"FCE,2006","<s>","Dear","jan, </s>"
"FCE,2006","<s>","Dear","Mr Dixon, I''m very happy to hear about the extra money you''ve been given and I think that we''ll have really remarkable improvements in the cinema. </s>"
"FCE,2006","<s>","Although","Louise felt nervous, she realised this was the opportunity of a lifetime. </s>"
"CAE,2006","<s>","Dear","Mister Gold. </s>"
"CAE,2006","<s>","Fame","- is it worth it? </s>"
"FCE,2006","<s>","Dear","Mr. Dixon, I''m writing to tell you how important is your plans for the next year. </s>"
"FCE,2006","<s>","In","two thousand six, things have changed. </s>"
"CAE,2006","<s>","Dear","David Gold, I have read your request for public opinion on the matter of traffic in the central city in The CastleCross Times. </s>"
"CAE,2006","<s>","The","flow of fame Human kind has always had the need to create stars. </s>"
"CAE,2006","<s>","Dear","David Gold, I''m a student at a language college in Castlecross and I can see the concerns about the traffic in this city. </s>"
"CAE,2006","<s>","The","world is changing, and so is my city. </s>"
"FCE,2006","<s>","Mr","Dixon, I really liked this idea that you had about spending some extra money to improve the cinema. </s>"
"FCE,2006","<s>","Hi","Jan, How are you doing? </s>"
"FCE,2006","<s>","Dear","Mr Dixon, </s>"
"FCE,2006","<s>","Absolutely","! </s>"
"CAE,2006","<s>","Dear","David Gold, I am pleased to know that the local government has decided to do something about our city''s traffic problems. </s>"
"CAE,2006","<s>","Being","a Famous Person This seems to be what almost everybody wants. </s>"
"FCE,2006","<s>","Dear","Mr Dixon, I am writting in response of the leaflet that I was given. </s>"
"FCE,2006","<s>","Dear","Jan, How are you? </s>"
"FCE,2006","<s>","Dear","Mr. Dixon, </s>"
"FCE,2006","<s>","Bad","eating habits </s>"
"FCE,2006","<s>","Dear","Mr Dixon, </s>"
"FCE,2006","<s>","Hi","Jan, </s>"
"FCE,2006","<s>","Dear","Mr. Dixon, </s>"
"FCE,2006","<s>","People","in my country have been changing in many aspects. </s>"
"FCE,2006","<s>","December","12th, 2006. </s>"
"FCE,2006","<s>","Although","Louise felt nervous, she realised this was the opportunity of a lifetime. </s>"
"FCE,2006","<s>","Dear","Mr. Dixon, </s>"
"FCE,2006","<s>","Although","Louise felt nervous, she realised this was the opportunity of a lifetime. </s>"
"CAE,2005","<s>","To",": Mr N. Bolton Director Enterprise Airline Company Dear Mr Bolton, Regarding an announcement in your in-flight magazine, asking for feedback on your new service, I would like to express my club member''s opinion. </s>"
"CAE,2005","<s>","Motivation","in the workplace Nowadays, I feel very confident to talk about my job and my career. </s>"
"CAE,2005","<s>","Dear","Mr N. Bolton I am writing in response to the invitation that your company sent to my club asking about a feedback on the company''s new service. </s>"
"CAE,2005","<s>","Changes","in eating habits in Brazil This report about the changes in eating habits in Brazil, the biggest country in South-America. </s>"
"CAE,2005","<s>","Dear","Mr N Bolton, Director Enterprise Airline Company, As a consequence of my experiences with your company I am sending you this letter as a material of a survey of the club members. </s>"
"CAE,2005","<s>","SOCCER",": is it still the same? </s>"
"CAE,2005","<s>","Dear","Mr. Bolton, According to the announcement published in the Enterprise Airline Company''s magazine, I am writing to express the opinion of some customers about the new service provided. </s>"
"CAE,2005","<s>","One","of the main problems of motivation in the workplace is not related to how people should be treated but what actually motivates them. </s>"
"FCE,2006","<s>","Mr","Dixon, </s>"
"FCE,2006","<s>","Dear","Jan, </s>"
"CAE,2005","<s>","Dear","Sir, I am writing in regards to your invitation of making comments about your company''s services changes. </s>"
"CAE,2005","<s>","Motivation","in the workplace is a very important thing nowadays, specially because we use to stay most of our daytime at work. </s>"
"CAE,2005","<s>","Director",", Enterprise Airline Company Dear Mr Bolton, I am writing with regard to your announcement in your in-flight magazine asking for comments about your recent changes. </s>"
"CAE,2005","<s>","Motivation","in the workplace I have been working for HSBC, an international bank, for 10 years. </s>"
"FCE,2008","<s>","Hello","Pat, How are you doing? and how are your family? </s>"
"FCE,2008","<s>","In","different places of the world the education have been doing in different way. </s>"
"FCE,2008","<s>","Dear","Pat, I''m so glad to hear from you. </s>"
"FCE,2008","<s>","In","my point of view, there is space and time in your life to both of them. </s>"
"FCE,2008","<s>","Hi","Pat, I''m very happy to know you''ve seen me in the magazine. </s>"
"FCE,2008","<s>","School","is not just fun Mental-health professionals have deffended the idea that kids should have a pleasurable time at school, studying only what they like. </s>"
"FCE,2008","<s>","Dear","Pat Thank you so much for you letter, which I have been expecting for so long, it was great hearing from you again. </s>"
"FCE,2008","<s>","Books","or Films In my opinion films are the best way to entertain yourself, but it has its drewbacks, for instance the Directors always shorten the films, in order to make it more intense or give it more action, while books are more original, giving the pleasure to the readers, I personally think that some works are better in books, than in films. </s>"
"FCE,2008","<s>","Dear","Pat, </s>"
"FCE,2008","<s>","Nowadays","the education is totally different, in other word, there are more methods of Education and consequently the students are more prepared for the future, because they have more information, and they are able to use tecnologics equipment. </s>"
"FCE,2008","<s>","Dear","Pat, Thank you for your recent letter! </s>"
"FCE,2008","<s>","A","FANTASTIC WAY OF ENTERTAINMENT Have you ever read an unforgetable book? </s>"
"FCE,2008","<s>","Hello","Pat, How are you doing? </s>"
"FCE,2008","<s>","My","name is Caroline and I''m writing because I''d like to join the competition about that article ""Books or Films"". </s>"
"FCE,2008","<s>","Hello","my friend Pat. </s>"
"FCE,2008","<s>","Books","or films: which one is the best? </s>"
"FCE,2008","<s>","Hello","Pat, It was very nice to receive your letter and your invitation made me very excited. </s>"
"FCE,2008","<s>","The","Beginning of the End Helen''s hands were shaking as she paid for the train ticket. </s>"
"FCE,2008","<s>","Dear","Pat, I loved receiving your letter! </s>"
"FCE,2008","<s>","Nowadays",", pupils argue that school subjects are not interesting and that they should be able to choose what they prefer to study. </s>"
"FCE,2008","<s>","Dear","Pat, It has been a long time we last saw each other, nice hearing from you again. </s>"
"FCE,2008","<s>","Books","against Films, which would win? </s>"
"FCE,2008","<s>","Dear","Pat, How are you? </s>"
"FCE,2008","<s>","I","haven''t seen the movie but I''ve read the book. </s>"
"FCE,2008","<s>","Dear","Pat Thanks for your letter! </s>"
"FCE,2008","<s>","Books","or films? </s>"
"FCE,2008","<s>","Dear","Pat I am so happy to hearing from you. </s>"
"FCE,2008","<s>","The","most enjoyable school Going to school is not always the most pleasant thing in life. </s>"
"FCE,2008","<s>","Dear","Pat Thank you! </s>"
"FCE,2008","<s>","Helen''s","hands were shaking as she paid for the train ticket, she was leaving all the people she knew and all her old life for the unknown. </s>"
"FCE,2008","<s>","14th","June 2008 Dear Pat Nice to hear from you! </s>"
"FCE,2008","<s>","Books","or films? </s>"
